"V1","V2","V3","V4","V5","V6","V7"
-1.1334,0.39728,0.14399,-0.21447,-0.075636,0.29146,-0.78659
0.96719,-0.33985,-0.087406,0.15047,0.016543,0.31445,0.13698
-0.45754,-0.30342,-0.23839,0.0038453,-0.0092667,-0.08451,-0.31365
-0.1567,0.09228,0.043848,0.027964,-0.019891,0.013217,-0.19077
-0.46715,-0.62783,-0.2609,-0.14262,-0.019574,0.15285,-0.2349
0.88677,0.4611,0.24466,0.11718,-0.0077177,-0.011854,0.49443
0.98127,0.17791,-0.14169,-0.052232,0.028976,-0.38209,0.14604
-0.0013712,-0.48268,-0.26441,-0.033804,0.016466,-0.34854,0.16537
-0.29688,-0.10868,-0.068057,0.019519,0.030852,0.2126,-0.13756
0.66773,-0.039308,-0.061601,-0.044105,0.039309,-0.27999,0.23035
-0.22346,0.42684,0.086398,0.12845,-0.027547,-0.011702,-0.12771
-1.4154,0.22089,0.20753,0.011371,0.019767,0.12545,-0.11075
1.6779,0.76924,0.27866,0.10125,-0.0013754,0.07148,0.10636
-0.29647,-0.20935,-0.085616,0.080575,0.028882,0.080238,0.10729
-0.28428,-0.027124,0.090234,-0.14074,-0.036217,0.48364,-0.37054
-1.2508,-0.13626,-0.038579,-0.19547,0.010971,-0.14592,0.19195
0.83053,-0.19293,-0.07326,0.19838,0.042598,-0.18731,0.27103
-0.97097,-0.16626,-0.068138,0.050515,0.0044449,0.0015346,0.029861
-1.6518,-0.79777,-0.29563,0.017868,0.022935,-0.047917,-0.059544
-0.32152,0.43831,0.15725,-0.19159,-0.0093756,0.015344,-0.074278
-0.8339,0.17513,0.033106,-0.1034,-0.0082632,0.21109,-0.30142
1.2871,-0.0015084,0.040398,-0.063978,0.0096455,-0.11421,0.16491
1.2968,0.069589,-0.0036379,-0.125,-0.06827,-0.0042751,0.036465
-0.23863,0.26248,0.059054,0.023834,0.0301,-0.18952,0.23206
-1.1178,-0.60928,-0.11161,0.059899,0.043769,0.10357,0.24743
-1.9835,-0.39381,-0.31044,0.085757,0.079753,-0.31855,-0.0048901
1.069,0.10511,0.035258,0.044301,0.00040138,-0.13517,0.14937
2.5033,0.056552,0.0039488,0.27348,-0.0020143,-0.10396,0.33246
-1.0702,0.40801,0.19042,-0.1266,-0.024346,0.15131,-0.13091
-0.46281,-0.34507,-0.24276,0.09803,5.9314e-05,-0.074699,0.020062
-0.19259,-0.034491,-0.16893,0.24929,-0.0067727,0.0015249,0.13047
1.2559,-0.066614,-0.11141,-0.068767,0.0019831,-0.020885,0.24735
-0.68031,-0.16379,0.079983,-0.029593,0.015524,-0.10962,0.29772
-2.2531,-0.31342,-0.0076,-0.075516,0.035756,-0.14204,0.058946
0.99834,0.055029,0.15591,0.0047223,-0.010421,0.049852,-0.026384
1.7169,-0.07219,-0.0014936,0.059239,-0.053359,0.30089,0.38439
-2.2396,0.43826,0.2741,-0.38631,-0.037527,-0.095013,-0.46536
-0.89404,-0.11329,0.1162,0.011105,0.0025234,0.081034,-0.061633
0.63156,-0.047368,-0.0012304,0.0080827,0.037114,-0.15491,0.007652
0.56223,-0.020005,0.11943,0.17855,-0.055105,0.0057332,0.3077
-2.8993,-0.69429,-0.22491,-0.10686,0.031796,-0.092451,-0.25861
-1.448,-0.06808,-0.077248,0.22838,0.08087,-0.1575,0.2403
-1.8978,0.28152,0.099304,0.072887,-0.025342,-0.16944,-0.062455
0.9592,-0.1449,-0.015033,0.32003,0.087921,-0.28549,0.33141
-1.0295,-0.05261,-0.22474,0.067045,0.035043,-0.309,0.29702
-0.23295,0.56728,0.13986,-0.40494,-0.090989,0.18978,-0.46646
1.783,0.3045,0.13672,0.03771,0.016212,0.073529,0.035426
0.10906,0.32603,0.21317,0.14443,0.0064457,-0.069467,0.47883
-0.83051,-0.21234,-0.044462,0.0094131,-0.048287,0.15129,0.16863
-0.46849,-0.0022385,-0.065249,-0.0023392,-0.026426,-0.017094,-0.060833
-0.088313,-0.37614,-0.15755,0.091996,0.039252,-0.16668,0.11835
-0.087499,-0.17587,-0.20554,0.065629,-0.028411,-0.11876,0.052344
0.005176,0.2639,0.10246,0.096089,-0.021719,0.20261,0.28805
-0.66229,0.4746,0.12883,-0.093334,-0.020838,-0.13307,-0.1342
0.73815,0.0087094,0.24637,-0.18351,-0.00041504,0.04949,-0.44112
-1.7658,0.15333,-0.048747,0.13777,-0.022812,-0.0028768,-0.1039
-1.5558,-0.64829,-0.2503,-0.17009,0.058291,-0.17717,-0.016233
-1.0799,-0.3356,-0.16824,-0.081293,0.070613,-0.068283,0.13698
-0.92262,-0.41083,-0.042475,0.13698,0.026904,-0.02902,0.28505
1.2776,0.066949,0.1408,-0.0596,-0.019117,0.032261,0.27099
0.049295,0.10005,-0.081362,-0.09923,0.0056761,0.0081783,-0.43575
0.52307,0.27462,0.15465,-0.20575,0.0068451,0.064857,-0.61967
0.41809,-0.71797,-0.2615,0.10079,0.067313,-0.18972,0.26654
0.40415,-0.045638,0.026466,-0.30507,-0.013481,-0.010769,-0.34633
-1.1535,0.32573,0.19443,-0.14176,-0.053025,0.081947,0.026374
0.37246,-0.50238,-0.24377,0.1789,0.05008,-0.23179,0.37116
-0.20276,-0.28111,-0.24994,0.0989,0.073802,-0.33997,0.17146
-0.080469,-0.62196,-0.32905,0.13125,0.051023,-0.21591,0.043731
-0.53842,-0.6242,-0.21216,-0.0833,0.027827,0.10254,-0.44838
0.61099,0.014465,0.034338,0.10005,0.025209,-0.19753,0.54105
-0.24338,0.053325,0.069889,-0.10267,-0.054048,-0.073217,0.021434
-0.96597,0.47249,0.28076,0.28422,0.069363,-0.20196,0.21457
0.84042,0.56727,0.019326,0.064351,-0.003857,-0.22092,-0.047087
-0.93483,-0.34401,-0.1342,-0.17208,-0.026905,0.13486,-0.34575
-3.1268,-0.81921,-0.48094,-0.0062509,0.0061501,-0.063327,0.064511
-0.23715,-0.15004,-0.071045,0.052891,-0.064661,-0.020771,0.3188
1.5519,0.63888,0.2371,-0.093714,-0.07819,0.19119,-0.23928
-0.75319,-0.32624,0.0085474,-0.045152,-0.015632,-0.041328,-0.069189
1.1064,0.42372,0.16664,0.13663,-0.0034361,0.20044,0.12959
-2.0235,-0.56722,-0.2718,0.089409,0.067471,-0.21075,0.013934
1.2761,0.30171,-0.035875,-0.18921,-0.058588,0.090596,-0.89342
-0.42095,0.11312,-0.10045,0.10074,0.012231,-0.034092,-0.22281
-0.86481,0.15077,-0.050234,-0.41906,-0.023206,0.33714,-1.2413
-0.019714,-0.65184,-0.32064,-0.20414,0.060866,-0.079095,-0.1538
0.48609,-0.10335,-0.084707,0.095139,0.04449,-0.20511,-0.1132
-0.20058,0.097671,0.2447,-0.16031,-0.054028,0.28107,-0.26912
-0.91178,0.2755,0.10879,-0.050568,-0.06832,0.33602,-0.47385
-0.89702,0.052751,0.027618,0.098368,0.02901,0.07124,-0.19632
-0.092105,0.053331,-0.039827,-0.1897,0.024947,0.14193,-0.53705
-0.18474,-0.16379,-0.18113,-0.045533,0.021766,0.016224,-0.083089
0.32532,-0.3811,-0.28669,0.077056,0.042785,-0.15121,0.24931
-1.8071,-0.57124,-0.20639,-0.13012,0.083092,-0.12754,-0.27326
1.0646,0.023915,-0.027351,-0.082359,-0.036903,0.077216,-0.085813
2.5303,0.092303,0.068249,0.18487,-0.03667,-0.031919,0.17727
-1.0242,-0.066273,0.0054629,-0.066818,0.015938,-0.13522,-0.26664
-0.096156,0.19047,0.24919,-0.014969,-0.019194,0.050811,-0.33536
1.0835,-0.030486,0.082031,0.15796,0.013925,-0.22266,0.64161
-0.71403,0.04189,-0.17301,0.2678,0.042746,-0.083719,0.11514
-0.13678,-0.13754,-0.033208,0.27611,0.057952,-0.043986,0.35721
-0.2186,-0.15748,0.092086,0.12536,0.030994,-0.050849,0.029544
-1.212,-0.93594,-0.37925,-0.030582,0.029059,0.0087627,0.0023511
-0.14532,-0.17856,-0.1887,0.089564,-0.032781,-0.066138,0.26206
1.809,0.46813,0.11651,0.16807,-0.034528,0.10026,0.0023488
-0.22551,0.076504,-0.020009,-0.24035,-0.006936,-0.041726,-0.30146
-0.51046,-0.065574,0.16359,-0.10242,-0.015291,0.13984,0.24141
0.69943,0.13206,0.01863,0.069129,0.012236,-0.12175,0.28257
-0.26763,-0.42363,-0.24967,0.16687,-0.0059205,0.0018611,0.14836
1.2621,0.27486,-0.017453,0.10478,0.011797,-0.17783,0.25414
-0.29039,-0.18459,-0.070391,0.079041,0.034549,-0.12314,-0.035636
-0.11269,-0.19688,-0.20199,0.10825,0.0030267,-0.36224,0.16847
1.7373,0.18231,0.22405,-0.089108,0.026984,0.11198,0.41168
0.034126,-0.1121,-0.089215,0.05453,0.022638,-0.050874,-0.22572
-0.72905,-0.010452,0.096919,0.41202,0.00053336,0.088787,0.29954
-0.0022966,0.28728,-0.15965,0.030136,-0.058665,0.0047192,-0.13882
2.2394,0.54216,0.23518,0.30522,0.070376,-0.15269,0.37101
-2.7204,-0.12526,-0.018889,-0.37716,-0.042571,0.10032,-0.84517
-1.098,-0.21166,-0.019332,-0.029184,0.042599,-0.081382,0.040974
-0.17716,0.17234,-0.051293,-0.056511,-0.0063183,0.094291,-0.5428
-1.1292,-0.78524,-0.23539,0.28192,0.017999,0.080871,0.47209
1.565,-0.047605,0.040837,0.2084,0.012157,0.13263,0.2011
-0.52387,0.26231,-0.03739,0.10566,0.019263,0.10262,-0.17481
-0.70861,0.13362,0.030721,-0.032415,0.012988,0.10554,-0.019721
-0.35933,-0.1939,-0.21822,0.041782,-0.02888,0.16125,-0.24669
0.60394,-0.30232,-0.19744,0.2048,0.026111,0.034943,0.52452
-0.73655,-0.86995,-0.46787,0.1729,0.028649,-0.20533,0.064344
-1.0109,0.063353,-0.085156,0.086282,0.013739,-0.042876,-0.21256
-1.478,-0.55874,-0.25112,-0.1582,-0.022227,0.16374,-0.5214
-0.16538,-0.10322,-0.023395,0.014446,0.042352,-0.19248,-0.089643
0.10116,-0.26935,-0.21854,-0.039943,0.023115,-0.059731,-0.14306
1.1866,0.10151,-0.12084,0.063059,-0.0096157,0.093282,-0.22224
-0.34523,0.0044496,0.055832,-0.044714,0.016009,0.067619,-0.18464
-0.086833,-0.41142,0.0046186,-0.27733,-0.044455,0.18934,-0.35963
1.526,0.39844,0.10908,-0.051762,-0.037102,-0.097249,-0.049882
1.6953,-0.08032,0.027611,0.041634,0.00035562,0.17311,-0.099561
-0.44842,0.0069119,0.093269,0.20593,0.017066,0.13044,0.41169
-0.1513,-0.21389,-0.084596,-0.18251,-0.020503,-0.12735,-0.13117
-0.42664,-0.40712,0.0098153,-0.31711,-0.042666,0.36502,-0.21241
-0.20655,-0.64274,-0.19855,0.054323,0.040395,0.050419,0.17656
-0.045379,-0.046133,-0.11212,0.0048485,-0.052696,0.059401,-0.31081
-0.32736,-0.4454,-0.090016,0.14265,0.052565,-0.12728,0.094599
-0.66853,0.71679,0.23385,-0.22947,-0.07281,0.11972,-0.68464
-0.43258,0.025502,-0.1213,0.023638,0.12047,-0.15226,0.31696
1.6718,0.57926,0.25968,-0.18666,-0.014169,0.25484,-0.197
1.1705,0.043453,0.08224,0.1854,0.0037763,0.076441,0.5043
-0.57726,-0.073464,-0.1318,-0.12183,-0.019091,0.028773,-0.31935
-1.809,0.10086,-0.10068,-0.19403,0.013255,-0.13144,-0.48523
-0.84811,0.53215,0.35609,-0.19599,-0.019553,-0.044257,9.3859e-05
-0.38397,-0.3845,-0.32168,0.35808,0.0082937,-0.051568,0.39194
-0.015726,-0.45921,-0.13158,-0.018388,0.006702,0.0012777,-0.21568
-0.40863,-0.21702,-0.059192,0.10961,0.026229,-0.031142,-0.1299
2.3631,-0.052916,0.057831,-0.0017576,-0.0026515,0.18208,0.15582
-0.78338,0.11673,-0.058099,0.03372,-0.036971,0.10667,-0.13537
1.3428,0.32175,0.065727,-0.19754,-0.031278,-0.0041356,-0.34299
1.5308,0.030131,-0.062871,-0.12982,-0.035161,0.0056508,0.17193
0.8589,-0.54596,-0.20724,-0.24147,-0.095098,0.078091,-0.19191
0.29042,0.75567,0.30213,-0.06554,-0.014394,-0.030881,0.12602
0.58539,0.33872,0.14031,-0.0014866,-0.014067,-0.10643,0.055825
1.1259,-0.14959,-0.11035,0.11239,0.013655,-0.1517,0.3401
-1.1155,-0.42851,-0.17627,-0.0021173,0.038716,-0.11909,0.065524
2.5685,0.59165,0.29843,0.087464,0.026804,-0.063652,0.41775
-0.20722,0.12688,-0.17603,0.23366,0.03222,-0.10774,-0.12055
-1.0065,0.3366,0.18007,0.16615,-0.022102,0.039768,0.35912
-2.0534,-0.39848,-0.29286,0.050371,0.061854,-0.029447,-0.22301
-1.3202,-0.3699,-0.11219,-0.254,-0.03643,0.17914,-0.71823
-1.1691,-0.11015,-0.13967,0.038777,-0.014679,-0.20117,0.16193
0.21561,-0.0012674,-0.22299,-0.094546,-0.023471,-0.31425,-0.019407
0.43437,0.22648,-0.048308,0.12331,0.0057902,0.17005,-0.19888
-0.27792,0.24532,0.25969,-0.27458,-0.030306,0.15017,-0.41925
1.3982,0.19773,0.12337,-0.00095124,-0.059108,0.11928,-0.19336
0.37126,-0.1103,-0.11628,0.2873,0.060969,-0.24587,0.43539
1.1656,0.10845,0.16803,0.061768,0.014455,-0.023767,0.26933
-1.0957,0.014274,-0.03553,-0.17589,-0.024413,-0.043346,-0.35296
-0.25964,-0.27501,0.00063541,-0.096688,-0.035788,0.32826,-0.30462
-1.2691,-0.16741,-0.043079,-0.23013,-0.045028,0.017852,-0.20382
1.1938,0.20267,0.13919,-0.3721,-0.097731,0.27934,-0.36383
-0.33872,0.33612,0.011522,0.12105,-0.050642,0.023964,-0.068564
1.4253,-0.31995,-0.047215,-0.18391,0.01279,0.0002206,-0.33537
1.9965,0.66793,0.44305,0.16212,-0.0006371,0.26695,-0.11067
-0.78297,0.18956,0.075366,-0.15499,-0.022078,0.14311,-0.23141
0.93944,0.34326,0.12919,0.13562,-0.03136,0.10045,0.26531
0.65069,0.36737,0.2891,0.10641,-0.0064803,0.05121,0.28368
0.71676,0.17325,0.058265,-0.042002,0.01067,-0.028691,0.050351
-0.3149,0.30197,0.099816,-0.088588,-0.056755,0.088841,-0.46094
1.4141,0.39729,0.078275,-0.067692,-0.01387,-0.0018528,-0.26196
0.50128,0.4822,0.287,0.04147,-0.029149,0.0076545,-0.37744
0.40577,-0.14243,-0.13985,-0.060895,0.049216,-0.11457,-0.16682
-2.8062,-0.31267,-0.13286,-0.51702,-0.081816,0.21846,-0.61872
1.0654,-0.1125,-0.096058,0.0474,0.022978,-0.049157,0.11566
-0.37028,-0.18684,-0.13977,0.25199,0.01903,0.046499,0.34466
-0.90244,0.052227,-0.028733,-0.20134,-0.033951,0.0021681,0.06188
1.5792,0.031266,0.17492,-0.13852,0.037829,0.053113,-0.25875
0.2594,0.50383,0.062755,0.26738,0.060309,-0.31277,0.34385
-0.98275,-0.28834,-0.1123,0.046772,0.017304,-0.077197,0.24191
0.41352,0.23327,0.20666,0.010813,-0.0084378,-0.0024572,0.27037
0.30773,0.065106,0.058802,0.042929,0.011191,-0.095901,0.1573
-1.3689,-0.35151,0.050402,0.050799,-0.029537,0.20277,-0.29456
-0.95878,-0.22282,-0.034041,-0.044521,-0.018881,0.10797,0.058672
-1.9035,-0.67156,-0.10055,-0.040597,-0.0005441,0.11188,-0.24863
-0.63915,-0.79707,-0.23541,0.14505,0.053905,-0.0203,0.33261
-1.1648,0.29431,-0.085344,-0.039471,0.0028321,-0.21864,-0.43872
0.60896,0.13267,0.11326,0.10031,0.033095,0.063987,-0.018114
-0.33454,-0.30819,-0.020354,-0.078884,0.01732,-0.20431,0.193
-0.69156,0.17344,0.058485,0.0069724,0.030098,0.010706,-0.37908
-2.0178,-0.14212,-0.20475,0.10652,0.051599,-0.049746,-0.28875
-1.3571,-0.22877,-0.04233,-0.077542,-0.006903,-0.067235,-0.056371
-0.89147,-0.061383,0.051682,-0.088308,0.011798,0.12678,-0.16583
0.43058,-0.023332,-0.070418,-0.19721,0.025445,0.19133,0.17302
-0.27059,0.30817,0.0040229,0.0021619,-0.0038556,-0.072762,0.12651
-1.0236,0.32404,0.12955,0.03964,-0.017894,0.10761,0.28031
1.4011,-0.062562,0.052256,0.041929,-0.011502,0.089479,-0.0044021
-1.0527,-0.040918,-0.17741,0.11067,-0.01025,-0.10667,-0.53308
0.014388,0.34863,0.14985,0.28869,0.037224,-0.17264,0.46268
0.44112,-0.16149,-0.0092762,-0.29746,-0.03604,0.070094,-0.17485
-1.1232,-0.20194,-0.22878,0.11563,0.013232,-0.052668,0.0045364
1.8056,0.67614,0.23911,-0.21968,-0.015133,-0.014629,0.030199
3.027,0.59231,0.26978,-0.12539,-0.014522,0.22868,-0.10076
-1.7385,-0.057485,0.058501,0.041944,0.041237,0.15838,-0.044985
1.3791,0.14008,0.16927,0.15489,0.065255,0.0043315,0.59584
-0.52171,0.52489,0.20379,-0.10249,-0.01765,0.065836,-0.47923
1.0299,0.27283,0.11076,-0.050439,-0.055186,0.013987,-0.081824
0.48895,0.83007,0.37552,0.073296,0.0092517,-0.16779,0.1851
1.7032,0.76714,0.18019,0.031572,-0.0054357,-0.024559,0.050104
-0.15522,-0.55025,0.057554,-0.15241,0.026911,0.32052,-0.20868
-0.38206,0.32262,0.14696,-0.25183,0.017726,0.055986,-0.095808
1.4812,-0.22034,-0.031324,0.087168,-0.014763,-0.22531,0.3776
-0.20221,-0.34276,-0.049122,0.21137,0.033659,0.012309,0.22169
-0.49352,-0.31094,-0.095137,-0.28617,-0.022686,0.34044,-0.89941
-0.57465,0.12878,0.10739,0.30902,0.041077,-0.11042,0.4178
-0.68627,0.091547,0.044305,-0.089523,0.046961,0.20573,-0.1798
-0.57454,-0.53978,-0.066209,-0.0020598,0.030264,0.08082,0.29252
-1.5794,-0.44593,-0.0065311,-0.3378,-0.048542,0.23035,-0.5431
-0.43232,-0.60252,-0.10345,0.077301,0.044858,-0.068932,0.51775
-1.7377,-0.39938,-0.32827,-0.034772,0.035433,-0.10927,-0.17369
1.4385,-0.022989,0.057855,-0.048117,-0.033145,0.11435,0.11382
1.0671,-0.32925,-0.052655,0.097491,0.04943,-0.065755,0.14317
-1.3088,-0.23831,-0.14991,-0.27403,0.0031791,-8.4395e-05,-0.55957
-0.71525,0.027253,0.11692,-0.082938,-0.051427,0.095921,0.018259
-0.54631,0.64253,0.31673,0.016916,-0.046642,0.29865,0.13065
-0.12664,-0.24649,-0.15049,-0.021775,-0.008412,-0.18049,0.17584
1.3384,0.3388,0.2867,-0.079244,0.011698,0.061901,0.17001
0.55681,0.12312,0.008709,-0.026589,-0.0027282,0.10195,0.064797
1.1418,0.27006,0.11166,0.25277,0.062347,-0.18556,0.56388
-0.78582,0.31469,0.0069842,-0.23734,-0.035033,0.044978,-0.31438
-0.39063,-0.2954,-0.27005,0.02669,-0.008508,-0.095608,-0.29679
-0.44344,-0.28075,-0.25859,0.25974,0.070799,-0.29234,-0.0055628
-0.41958,0.011367,-0.053765,0.11191,-0.012348,0.062353,0.29115
0.41732,0.4393,0.05624,0.15097,0.029023,-0.21387,0.23928
-0.24758,0.17671,0.097198,-0.26848,-0.0086782,0.045774,-0.2446
1.391,0.22072,0.18691,-0.13621,-0.027336,0.12506,-0.20353
-1.0154,0.18426,-0.043363,0.19382,-0.036958,-0.11253,0.67912
-1.1878,0.51004,0.032053,0.31229,-0.082244,-0.02729,0.17436
0.89203,0.53299,0.34274,-0.056176,3.5773e-05,0.18922,-0.32446
-0.92343,0.20536,-0.21489,-0.033385,-0.016117,-0.093989,-0.067388
-1.0823,-0.29752,-0.054518,-0.14218,-0.011396,-0.03844,0.019446
0.68561,-0.17941,-0.052816,0.19982,0.022359,-0.12767,0.45203
1.5197,0.44833,0.2267,-0.10342,-0.042122,0.057563,-0.21337
0.64647,-0.31465,0.03922,0.046166,0.020896,0.22384,0.25244
1.355,-0.35364,-0.21053,-0.1435,-0.01486,0.033511,-0.3027
1.0873,0.46475,-0.11395,0.12786,-0.045422,0.039187,0.078074
-2.0028,-0.17495,-0.035287,-0.01884,-0.023007,0.043842,-0.073657
-0.27561,0.49262,0.23391,-0.22212,-0.069659,0.27383,-0.40462
-0.77404,0.038869,0.016608,0.19657,0.026065,-0.19981,-0.085753
-0.27085,0.72039,0.052608,0.20864,-0.0031293,0.017111,-0.089075
1.5301,0.27931,-0.015467,0.10903,0.010918,0.15737,-0.048903
1.4146,0.17311,0.07611,-0.025733,-0.014571,0.052737,-0.089446
1.1694,0.28049,0.23011,-0.20525,-0.066866,0.3763,-0.11458
1.3806,-0.34267,-0.17029,0.17338,0.048791,-0.2676,0.56977
-1.1212,-0.28812,-0.0098791,0.010748,0.021731,-0.27713,0.35032
-1.1424,-0.31899,-0.18839,0.020059,0.0019574,-0.0083032,-0.079052
0.65594,-0.33643,-0.20885,0.28993,0.077684,-0.14568,0.25551
-0.37761,-0.24182,-0.032064,-0.022426,0.055069,-0.032433,0.095362
-0.27356,0.87237,0.44326,-0.25967,-0.015872,0.41941,-0.21417
-1.8312,-0.28073,-0.01797,-0.080383,-0.010284,0.1412,-0.00041892
-0.39657,-0.15213,-0.066339,0.14857,0.065033,-0.039888,-0.02633
-0.54148,-0.077644,0.0094705,-0.089475,0.017792,-0.024969,0.26295
1.5201,0.42778,0.060594,0.068339,0.00063837,-0.13357,-0.022643
1.4239,-0.18126,0.21286,-0.18615,-0.002558,0.1491,0.012413
-0.70388,0.013313,0.10475,-0.10769,0.020568,0.025568,-0.0047794
0.49841,-0.046721,-0.20093,0.07594,-0.038197,0.0017841,-0.37485
-2.2092,0.024635,-0.1091,-0.10247,-0.06067,0.028129,-0.27794
1.1458,0.42698,0.26322,-0.20762,-0.026534,0.30644,-0.26594
2.5569,0.052945,-0.10392,0.19473,-0.0022905,0.043276,0.27042
-0.82293,0.022178,-0.14969,0.042122,-0.059927,-0.043631,0.18269
0.34279,-0.25902,-0.16968,0.084111,-0.05493,0.1119,-0.40791
0.76321,0.069101,0.13232,0.12276,-0.0006888,0.00637,-0.23922
0.04443,0.12363,0.036308,0.016297,-0.0011192,0.031399,-0.21428
1.7723,0.50792,0.24171,0.01848,-0.046633,0.10018,0.12288
-1.542,-0.26653,-0.060113,-0.29418,-0.058571,0.30666,-0.66603
0.75473,-0.51842,-0.13594,-0.14175,-0.064154,0.10123,-0.43764
-0.92519,-0.014522,0.00594,-0.13502,-0.0099437,0.00098401,0.088079
1.804,0.36498,0.080052,0.057981,-0.019479,-0.050174,0.25346
2.2216,0.51521,0.34373,0.041281,-0.023687,-0.013246,0.49392
3.3477,0.41634,0.12697,0.24253,-0.0032111,0.058169,0.41578
-0.46915,-0.013653,-0.071009,0.20289,0.029339,0.030698,0.11948
1.372,-0.027222,-0.059096,-0.17505,-0.03819,0.30379,0.069831
2.4173,0.83221,0.36385,0.20165,-0.044287,-0.10792,0.22059
1.0378,0.29675,0.2784,0.02683,0.061484,-0.18461,0.66288
-0.44031,0.11362,0.065413,-0.23306,-0.049336,0.021268,-0.10953
-0.32085,0.19796,0.069673,-0.12733,-0.057229,-0.0084172,-0.11468
-0.13232,0.011543,-0.018784,-0.0048835,-0.0205,0.029092,-0.029621
0.057693,0.025909,0.13295,-0.32152,-0.061966,0.090984,-0.33285
-0.61179,-0.34266,-0.30524,0.19504,0.059123,-0.11624,-0.022506
0.34092,0.24778,0.019742,-0.087878,-0.00063094,0.031786,0.040243
-2.7346,-0.48248,-0.34132,0.050745,0.020688,0.020153,-0.46209
1.0969,0.5902,0.3603,0.064148,-0.020518,0.071682,0.3071
-1.2572,-0.083378,0.11726,0.028698,-0.0035302,0.097147,-0.20549
-0.23254,-0.30522,-0.23689,0.33888,0.064063,-0.12364,0.38569
0.24243,-0.32394,-0.0061173,-0.0464,0.02116,0.035374,-0.092389
2.7967,0.045855,0.20113,0.4232,0.090224,-0.10055,0.87487
1.1389,0.059973,-0.030811,0.031945,-0.023933,0.18157,-0.10074
2.9921,0.62348,0.25971,-0.045584,0.022952,0.11802,0.082745
-0.82034,0.31059,0.080438,0.050238,0.02065,-0.067176,0.23989
0.47823,-0.34268,-0.17907,-0.17647,0.043138,0.17946,-0.30547
-0.3669,0.16187,-0.0092296,0.14393,0.010198,-0.18114,0.1931
-0.26153,-0.098648,-0.09482,0.088149,0.0090842,0.037163,0.049669
0.58591,-0.35375,-0.20713,0.079157,0.063965,-0.046712,-0.10609
0.67602,-0.22266,-0.1256,-0.25947,0.0015638,-0.26927,-0.30825
-0.22511,-0.34719,-0.019406,-0.051595,-0.00072526,-0.027626,0.031414
-0.43965,-0.62998,-0.29797,-0.019748,0.077499,-0.038503,0.2183
0.54923,0.36128,0.017062,0.095139,-0.038294,0.011787,-0.075221
-2.565,-0.23882,-0.26762,-0.032851,-0.077788,0.15749,-0.36919
-0.5003,0.057453,0.1991,-0.13536,0.011103,-0.12322,0.25897
0.50779,0.22858,0.17452,-0.041442,-0.019323,0.23381,0.088258
-0.069057,0.44924,0.32343,-0.055746,-0.0044637,0.03529,-0.21221
-0.4774,0.74095,0.26147,0.023788,-0.050461,0.23879,-0.42731
-2.013,-0.049568,0.14649,-0.15366,-0.023877,0.16181,-0.20085
1.104,0.41937,0.10228,0.10293,0.044544,-0.12875,0.32375
1.0649,0.88737,0.23792,0.14423,0.0099922,-0.30613,0.0016077
0.33805,-0.10034,-0.19932,0.016135,-0.018258,-0.24712,-0.026521
-1.1442,-0.47165,-0.21448,0.10726,0.056628,0.11404,-0.04168
-1.312,-0.26245,-0.069222,-0.13049,0.015917,0.18108,-0.38648
0.94456,0.10962,0.13939,0.3117,0.014874,0.41494,0.40797
1.0065,-0.071609,-0.048993,0.096067,0.038097,0.15479,-0.20985
-1.1728,-0.19291,-0.172,0.010234,-0.033281,0.035927,-0.14418
-1.1497,-0.14943,0.02911,0.11116,0.016981,-0.064295,0.5167
-0.49803,-0.143,-0.21966,-0.068852,-0.0026352,0.15475,-0.55996
-0.29743,-0.34637,-0.16098,0.087612,-0.024301,-0.018366,-0.020097
-0.44098,-0.11692,0.18346,-0.12669,-0.027863,0.30134,0.076472
-0.52959,-0.53918,-0.18886,0.0183,0.04771,0.029301,-0.17318
1.591,-0.22418,-0.0013189,-0.22288,-0.0014167,0.439,-0.20661
-0.95242,-0.54998,-0.19452,0.10645,-0.018772,0.16224,0.26653
-1.1969,-0.44562,-0.25704,0.022725,0.034193,0.041088,0.23267
-1.0567,-0.31032,0.20204,-0.19749,0.028141,-0.092459,0.023375
1.7609,0.50556,0.20369,0.060598,0.0056837,0.032849,0.14175
0.04591,-0.48842,-0.19172,0.1034,0.04686,0.085797,0.0079597
0.44035,0.30801,0.059059,0.14981,-0.0063844,-0.082688,0.47232
0.88537,-0.03331,-0.15443,-0.025891,0.00099763,-0.10855,0.019381
-1.1198,-0.30743,-0.055362,-0.10002,0.010906,0.056495,-0.025021
0.15185,0.18814,0.00070605,0.19256,0.0084007,-0.029165,0.21386
-0.13571,0.048908,0.027134,-0.1469,0.03128,0.034639,-0.077857
-0.32955,-0.88654,-0.27283,0.014157,0.016172,0.05832,-0.12238
1.0516,-0.02239,-0.040078,0.084618,0.049905,0.059029,-0.28853
-0.87765,0.10514,0.096679,-0.1064,-0.0046548,0.108,-0.19363
-1.8142,-0.87622,-0.14983,-0.06811,0.048257,0.01756,-0.15329
0.59974,0.30523,0.017451,0.087273,0.0046435,0.076244,-0.17603
0.32912,-0.52297,-0.30235,0.12839,0.061416,-0.15818,0.3481
-0.40861,0.11974,0.064275,0.13684,0.007306,-0.11022,0.20972
-0.42515,-0.27938,-0.11082,0.057096,-0.012448,0.053712,0.12743
-2.2186,-0.45694,-0.14419,-0.17103,-0.00962,-0.0054305,-0.50809
